Method,Dataset,q4x,lamg,cdeep,cmix,gamma_2l,eff,tau0,tau1,a0,a1,q2x,co2_beta,ecs,tcr
mce-2l,CNRM-ESM2-1,5.990200526994151,0.6229775056252634,93.03954320473186,7.709455227870074,0.6272921329777286,,6.037688032857266,304.0033604707764,0.47751014994346136,0.5224898500565385,2.565616585729752,1.16739979003728,4.118313362140936,2.0248273888071227
mce-2l,E3SM-1-0,6.672909629767237,0.6354732425048533,37.01482689512511,8.140607447870234,0.4217570055729469,,7.426098091318636,151.39526073105517,0.5580173973348395,0.44198260266516043,3.225859092575531,1.0342841144433832,5.076309869256052,2.976059134478165
mce-2l,EC-Earth3,6.354393520165647,0.7482081865720266,35.69582931521999,7.633439160459382,0.6466416197458104,,5.219867521242815,107.89271818665587,0.486808404633789,0.513191595366211,2.920143212132979,1.088027719627519,3.9028485180198844,2.2848497433306365
mce-2l,EC-Earth3-Veg,7.032024108991485,0.8315745934595048,34.283384356654075,6.201144291543339,0.7046903608490259,,3.8820904413918456,93.45237271255328,0.499810761176134,0.5001892388238661,3.3672235608527314,1.0441872928702516,4.0492140901569105,2.5086888155647693
mce-2l,FGOALS-f3-L,7.92882548349493,1.3016921381774242,72.48515365453223,6.141201947415603,0.7127567320690514,,3.015962753521312,159.08413073388863,0.6322938463538669,0.36770615364613307,4.016366634544854,0.9870644546365533,3.085496575379494,2.0822655881556607
mce-2l,FGOALS-g3,6.919027025649752,1.2004606683541321,88.8607065263416,6.07441751179249,0.7603398017522287,,3.065899157226723,192.8860742328642,0.5995349531659028,0.4004650468340972,2.870729625107686,1.2050990391319434,2.391356668972373,1.5244642008874865
mce-2l,GFDL-CM4,6.575151446038155,0.8548157155276609,76.3998131546419,4.369842391933026,0.749226247664264,,2.690220316634474,193.7691973021207,0.5195830531782297,0.4804169468217702,3.0966440874864656,1.0616575977536993,3.6225867531868765,2.0880290531244667
mce-2l,GFDL-ESM4,7.246686621669513,1.3505690338466834,117.31078992525772,6.389811172137075,0.6517045927812898,,3.172749433175518,268.4248003703028,0.6666615065284903,0.3333384934715097,3.293740526856007,1.100069444235599,2.4387798359886816,1.6487136449071105
mce-2l,GISS-E2-1-G,7.149192910223208,1.2636364652898269,159.96643350202856,5.315245880480703,0.79364074683569,,2.570818542625878,329.78788000641345,0.6081267227584365,0.3918732772415635,3.5155237024591117,1.016803400475204,2.782068893249922,1.7368592329828771
mce-2l,GISS-E2-1-H,6.770698880410225,1.0698970890246982,75.59711644893527,6.90620187768109,0.741025162494708,,3.75492291534532,175.37533453268696,0.5725543482056766,0.4274456517943233,3.328821458745029,1.0169813797948162,3.111347336947642,1.9177648922827506
mce-2l,GISS-E2-2-G,6.455290624952877,1.264335939048748,220.92145942302702,6.411252757857323,0.6175397671542378,,3.3961605686918324,534.1523881362536,0.6676291823159878,0.3323708176840123,3.321322460290257,0.9717952264696299,2.6269303574405467,1.722848521572294
mce-2l,HadGEM3-GC31-LL,7.193884166380492,0.662558483935291,62.97673903015476,8.204746220138192,0.6063561216971556,,6.2732542787801515,205.02198970343605,0.49101053255560595,0.5089894674443941,3.2791379715617377,1.0969169685401037,4.94920531706903,2.5946145856624243
mce-2l,HadGEM3-GC31-MM,7.213581600704263,0.6693692803689946,63.558556991105746,7.629855944581507,0.6998236502172265,,5.39816233754519,191.77413550924476,0.4583351335392163,0.5416648664607838,3.3759794204724094,1.0683687164915905,5.043523088796929,2.5736688169553017
mce-2l,IITM-ESM,8.626054023663961,1.7984021032752349,138.05181332240318,6.633184417562432,0.8447094188156716,,2.4972280158934637,241.38587334705528,0.6736774783329385,0.3263225216670615,4.193171946094178,1.0285833892047869,2.331609787631814,1.614389497528245
mce-2l,INM-CM4-8,5.350834395957064,1.4582535307808764,27.286541544483644,5.40595702090518,0.6787665134184784,,2.477968842889977,60.141159405574285,0.6541819648176589,0.34581803518234105,2.5977981584713947,1.0298787799406288,1.7814447924431265,1.3751407519876029
mce-2l,IPSL-CM6A-LR,6.876270774649185,0.7584610878257885,50.35541076876336,7.523618770347221,0.5469301734822493,,5.610932154798929,162.76938356836584,0.5501342354677562,0.44986576453224375,2.930392384707841,1.1732679231854382,3.863602802759639,2.278393787447825
mce-2l,MIROC-ES2L,7.306803298224296,1.3004394261200807,185.05943886245646,9.10910885054533,0.7156175339528211,,4.490117075508994,403.420874953713,0.6369800231778994,0.36301997682210063,3.303682852350247,1.1058572545827485,2.5404357834696945,1.5891333871236508
mce-2l,MIROC6,6.7684134558709275,1.2527401942721377,141.9760506287267,6.619405148283191,0.7684478368607895,,3.252843128436571,300.12040967871553,0.6113974410098112,0.38860255899018875,3.10848977827477,1.0886980396679053,2.481352312704274,1.5499796067902822
mce-2l,MPI-ESM1-2-HR,7.398388872672985,1.250436552492787,71.70471066244019,5.890245092145278,0.8861124658927828,,2.7177257599480615,140.25711976844178,0.5685849330182136,0.4314150669817865,3.3354820746947484,1.1090434166626513,2.667454072775907,1.7013032409922295
mce-2l,MPI-ESM1-2-LR,8.385190994409472,1.3844680223485393,90.60804700855395,6.76332771404338,0.7649044217191063,,3.1166813492022234,185.67126588668748,0.6318110843923962,0.3681889156076038,3.791934571101708,1.1056613500550512,2.738910910104856,1.8206296235353572
mce-2l,MRI-ESM2-0,6.696557589241543,1.0487379970350958,97.64643831344416,6.124021889980318,0.938749421093969,,3.038114555342811,199.9273964355594,0.5128743397245721,0.4871256602754278,2.979612434418226,1.123729635419691,2.8411409168371287,1.6089850985484293
mce-2l,NESM3,8.260280491795266,0.9024016604666093,74.34802842365096,3.6458988562663026,0.6805251998397801,,2.282328754995342,193.3979085476326,0.5597064719005256,0.44029352809947436,3.9775426259574655,1.0383647981405189,4.407729728578711,2.697277221955021
mce-2l,NorCPM1,6.848051247333533,1.1475030003463549,87.55758392827633,6.997808414268911,0.9548258556132991,,3.273558025757633,170.8274953668874,0.5277494450563913,0.4722505549436087,3.1336501103927583,1.0926636679414135,2.730842629123338,1.6040458761933782
